handleId,fieldType,name,description,productImageUrl,collection,sku,ribbon,price,surcharge,visible,discountMode,discountValue,inventory,weight,productOptionName1,productOptionType1,productOptionDescription1,productOptionName2,productOptionType2,productOptionDescription2,productOptionName3,productOptionType3,productOptionDescription3,productOptionName4,productOptionType4,productOptionDescription4,productOptionName5,productOptionType5,productOptionDescription5,productOptionName6,productOptionType6,productOptionDescription6,additionalInfoTitle1,additionalInfoDescription1,additionalInfoTitle2,additionalInfoDescription2,additionalInfoTitle3,additionalInfoDescription3,additionalInfoTitle4,additionalInfoDescription4,additionalInfoTitle5,additionalInfoDescription5,additionalInfoTitle6,additionalInfoDescription6,customTextField1,customTextCharLimit1,customTextMandatory1,customTextField2,customTextCharLimit2,customTextMandatory2,brand
product_0c81b2f3-5691-e0f0-ae29-e73a5dfefa33,Product,Authentic Wine Barrel Head Checkerboard  Chess Game Set,"<p>This is a lovely &nbsp;handcrafted Checker/Chess&nbsp; Board game. It is made from a reclaimed wine barrel. The industrial handles make it convenient to move from room to room. You have a choice of finishes. This particular one is finished in Golden Oak. The checkerboard is hand painted and the checkers were hand painted/stained. All pieces were then poly coated. Checkers are included. &nbsp;It measures approximately 24"" across at the widest point and approximately 2.5"" tall. The bottom of my boards are as beautiful as the tops! &nbsp;I have also applied felt feet on the bottom of the barrelhead to ensure no scuffing of furniture.&nbsp;</p><p>&nbsp; &nbsp;Each game board will vary in characteristics as each barrel is different with its perfect imperfections.</p><p>&nbsp; &nbsp;Each gameboard is custom made so please allow 7 business days to create before shipment.</p>",112834_d8104e7e55014e0c81c3625d922a4571~mv2.jpg;112834_574b8f8a5b614b648e238048dffe63d0~mv2.jpg;112834_00b05f4765bd4b94a7bdd994d34900be~mv2.jpg,,,New Arrival,199,,TRUE,PERCENT,0,2,24,Color,COLOR,#000000:Natural;#000000:Golden Oak;#000000:Dark Walnut,,,,,,,,,,,,,,,,Product care,"<p>This gameboard can be wiped down with a dry or damp cloth to keep it looking beautiful.&nbsp;</p>
",Returns,"<p>We do accept returns within 7 days of delivery. Purchaser is responsible for return shipping and a 25% restocking fee. Please notify us before returning.</p>

<p>Refund will be returned in the same form received.</p>
",Shipping,"<p>We offer free shipping on this purchase within the continuous 48 States.</p>
",,,,,,,,,,,,,
product_df19c1f7-07d8-a265-42f8-e8dfa824cc6e,Product,Wild Turkey Bourbon Whiskey Barrel Head Clock -  Ready to Hang,"<p>&nbsp; &nbsp;This&nbsp; is an awesome Authentic Kentucky Bourbon Barrel Head Clock The barrel head is made from 100% American White Oak. It has been laser engraved with the Wild Turkey logo and the numbers have been set with a traditional fire&nbsp;branding iron. It is truely a beautiful rustic piece of art! The barrel head is approximately 22"" in diameter. The clock mechanism takes one AA size battery. The barrel head is natural color with a simple coat of poly.</p><p>&nbsp;</p><p>&nbsp; &nbsp; We also do custom work...just let us know what you have in mind and I am sure we can craft something you will enjoy for many years to come!</p><p>&nbsp; &nbsp;</p><p>&nbsp;Shipping will be free in the lower 48 states.. If you are out of the region, just let me know in advance and I will try my best to accommodate your request. &nbsp;Thanks for stopping b</p>",112834_9ec54c56fc3244bd8c1a909bb144b9e4~mv2.jpg;112834_5720a97431cc451da77c4e7ad3074aff~mv2.jpg;112834_288ab6cd0da744ab9da1a0da88b6a23f~mv2.jpg,,,,159,,TRUE,PERCENT,0,1,0,,,,,,,,,,,,,,,,,,,RETURN & REFUND POLICY,"<p>&nbsp;We do accept returns within 7 days of delivery. Purchaser is responsible for return shipping and a 25% restocking fee. Please notify us before returning.</p>

<p>Refund will be returned in the same form received.</p>
",SHIPPING INFO,"<p>We offer free shipping on this purchase within the continuous 48 States.</p>
",,,,,,,,,Add gift card message here,150,FALSE,,,,
product_cd59cd36-b6d2-2cf3-9d48-81793a7bdbbd,Product,Authentic Bourbon Whiskey Barrel Smokin Smoker Chunks 1.5 Lbs,"<p>&nbsp; &nbsp;Hi, these are 1.5 lb&nbsp; Whiskey &amp; Blossoms&nbsp;burlap bags of bourbon barrel&nbsp;&nbsp;chunks.&nbsp; They come straight from our whiskey barrels.&nbsp;&nbsp;My husband uses these in his smoker and they enhance his smoked items immensely!&nbsp; If you have never used them before...now is&nbsp;a great time to try.&nbsp; If you live in the south like us...Anytime is smokin' time.&nbsp;</p><p>&nbsp;</p><p>&nbsp; &nbsp;This item comes wrapped in brown paper with twine tied in a bow...perfect for gift giving!</p><p>&nbsp;</p><p>&nbsp; &nbsp;To add a gift card message...please complete the custom text section.</p><p>&nbsp;</p><p>&nbsp; &nbsp;I also carry this product in a 2.5 lb bag. See other products.</p><p>&nbsp;</p><p>&nbsp; &nbsp;I do offer free shipping for the lower 48 states. If you are out of the region, just let me know in advance and I will see if I can accommodate your request. Thanks for stopping by!</p>",112834_2696628f90b4497c82505c7d727cf310~mv2.jpg;112834_071d583c0f35433cb96e701d01c22fbc~mv2.png,Bourbon Smoking Chips,,Best Seller,20,,TRUE,PERCENT,0,10,2,,,,,,,,,,,,,,,,,,,Return and Refund Policy,"<p>&nbsp; &nbsp;We do accept returns within 7 days of delivery. Purchaser is responsible for return shipping and a 25% restocking fee. Please notify us before returning.</p>

<p>Refund will be returned in the same form received.</p>
",SHIPPING INFO,"<p>&nbsp; &nbsp;We offer free shipping on this purchase within the continuous 48 States.</p>
",,,,,,,,,Add gift card message here,150,FALSE,,,,
product_c8539b66-7a44-fe18-affc-afec4be8562a,Product,Authentic Bourbon Whiskey Barrel Smokin Smoker Chunks 2.5 Lbs,"<p>&nbsp;Hi, these are 1.5 lb&nbsp; Whiskey &amp; Blossoms&nbsp;burlap bags of bourbon barrel&nbsp;&nbsp;chunks.&nbsp; They come straight from our whiskey barrels.&nbsp;&nbsp;My husband uses these in his smoker and they enhance his smoked items immensely!&nbsp; If you have never used them before...now is&nbsp;a great time to try.&nbsp; If you live in the south like us...Anytime is smokin' time.&nbsp;</p><p>&nbsp;</p><p>&nbsp; &nbsp;This item comes wrapped in brown paper with twine tied in a bow...perfect for gift giving!</p><p>&nbsp;</p><p>&nbsp; &nbsp;To add a gift card message...please complete the custom text section.</p><p>&nbsp;</p><p>&nbsp; &nbsp;I also carry this product in a 2.5 lb bag. See other products.</p><p>&nbsp;</p><p>&nbsp; &nbsp;I do offer free shipping for the lower 48 states. If you are out of the region, just let me know in advance and I will see if I can accommodate your request. Thanks for stopping by!</p>",112834_5a16d5f794c34f449d802b2ebcc6c685~mv2.jpg;112834_773a5104e0b546ea8ef8e47ed88da7b0~mv2.jpg,,,Best Seller,25,,TRUE,PERCENT,0,InStock,3,Color,COLOR,"#000:Black;rgb(255, 255, 255):White",,,,,,,,,,,,,,,,RETURN & REFUND POLICY,"<p>We do accept returns within 7 days of delivery. Purchaser is responsible for return shipping and a 25% restocking fee. Please notify us before returning.</p>

<p>Refund will be returned in the same form received.</p>
",SHIPPING INFO,"<p>We offer free shipping on this purchase within the continuous 48 States.</p>
",,,,,,,,,Add gift card message here,150,FALSE,,,,
product_975bc5ac-c45f-f81c-fd5c-c909f20d89fa,Product,"Bourbon Whiskey Barrel "" In GOD We Trust""  Multi Flag Thin Blue Line Reclaimed","<p>&nbsp; &nbsp;So, I was looking to paint a flag on a Bourbon Barrel but couldn't make up my mind so I &nbsp;compromised with 2 flags. An American flag and a Thin Blue Line flag. It is in support of our Country and Police and ALL the men and woman who give so much of theirselves so we are safe!&nbsp;</p><p>&nbsp; &nbsp;It looks beautiful with all it's perfect imperfection's!&nbsp;&nbsp;It could be used for anything you like and anywhere you like...Porch, yard, anywhere!</p><p>&nbsp; &nbsp; Local pick up on him is preferred and FREE but I can ship for $225 also in the lower 48 states, just let me know</p>",112834_04e345fc6dd54eed980ebe5a2d71c954~mv2.jpg;112834_abd691baf49e410d8b5092848686abd8~mv2.jpg;112834_f6e2d589846b4a608ffc3d2d1f15ba9e~mv2.jpg;112834_c32f38a5dfcc44e09b33055a33dae682~mv2.jpg;112834_fa82e1d93cf247a9bd866b459195c992~mv2.jpg,,,,200,,TRUE,PERCENT,0,InStock,0,,,,,,,,,,,,,,,,,,,RETURN & REFUND POLICY,"<p>We do accept returns within 7 days of delivery. Purchaser is responsible for return shipping and a 25% restocking fee. Please notify us before returning.</p>

<p>Refund will be returned in the same form received.</p>
",SHIPPING INFO,"<p>We offer free pick up on this purchase or we can ship it within the continuous 48 States for $225.</p>
",,,,,,,,,,,,,,,
product_ea77f230-558f-57b6-cdd1-0ba565e8f827,Product,Rustic Reclaimed Chardonnay Wine Barrel Coffee Table,"<p>You are looking at a gorgeous Chardonnay Wine Barrel Table. It was made from the middle of a reclaimed wine barrel. I would be an unbelievable addition to any room in your home.</p><p>&nbsp; &nbsp;The table is finished in Golden Oak and measures approximately &nbsp;28""""at the widest point and 20"" high.</p><p>&nbsp; &nbsp;The glass top is 30"" wide. We also have it available with a 36"" glass top at an additional cost. It will be a 2 piece shipment as we ship the glass separately.<br>&nbsp;</p>",112834_1216896e2e094ef69ce0859bd4078c9a~mv2.jpg;112834_f2b6c46594344b0e961906a1d853e2f0~mv2.jpg;112834_5ee08e55558d409fb0c4da7e22fd811c~mv2.jpg;112834_df1d987f39dd470f8b3fd1525a9df47a~mv2.jpg;112834_b42a9717688f4ab7bd95b3ad461906d4~mv2.jpg,,,,595,,TRUE,PERCENT,0,InStock,0,Size,DROP_DOWN,"30"" Glass Top;36"" Glass Top",,,,,,,,,,,,,,,,RETURN & REFUND POLICY,"<p>&nbsp; &nbsp;We do accept returns within 7 days of delivery. Purchaser is responsible for return shipping and a 25% restocking fee. Please notify us before returning.</p>

<p>Refund will be returned in the same form received.</p>
",SHIPPING INFO,"<p>This item&nbsp;will be a 2 piece shipment as we ship the glass separately.</p>

<p>We offer free shipping on this purchase within the continuous 48 States.</p>
",,,,,,,,,,,,,,,
product_ea77f230-558f-57b6-cdd1-0ba565e8f827,Variant,,,,,,,,0,TRUE,,,InStock,,,,"30"" Glass Top",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_ea77f230-558f-57b6-cdd1-0ba565e8f827,Variant,,,,,,,,80,TRUE,,,InStock,,,,"36"" Glass Top",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_d99d3cc8-bc75-ec47-6c72-f713016f98f3,Product,Reclaimed Ravens Wood Red Wine Barrel Head Serving Tray,"<p>&nbsp; &nbsp;Hi, I have a gorgeous Ravens Wood Winery barrel head tray for sale that I just finished. It is absolutely stunning with all of its beautiful imperfections! It measures approximatley 22"" across. It is a reclaimed barrel head so it is far from perfect which makes it beautiful. The item in the photos is the exact item selling.&nbsp; It measures I enjoy refinishing these barrels as they remind me of myself and my family with all our perfect imperfections!</p><p>&nbsp;</p><p>&nbsp;Please take a look and have a wonderful day!</p><p>&nbsp;</p><p>I offer free shipping for the lower 48 states. Please message me with any questions.</p>",112834_bf0f94fa82cd4b86ab7c5854bc20bb10~mv2.jpg;112834_710ff91c087f4480bb7b820bba6f9e44~mv2.jpg;112834_9dd5dffc1d5844799c5a2aba4eecf686~mv2.jpg;112834_42241f5464e34a43937c6ba5da0f6576~mv2.jpg;112834_dadce8797f2f4edc8866e00144eab356~mv2.jpg;112834_99d008573095433c865a71e83a5ba58b~mv2.jpg;3c76e2_dde6882210a84157a7610c9f02ef0573~mv2.jpg,,,New,249,,TRUE,PERCENT,0,InStock,24,,,,,,,,,,,,,,,,,,,RETURN & REFUND POLICY,"<p>&nbsp;We do accept returns within 7 days of delivery. Purchaser is responsible for return shipping and a 25% restocking fee. Please notify us before returning.</p>

<p>Refund will be returned in the same form received.</p>
",SHIPPING INFO,"<p>&nbsp;We offer free shipping on this purchase within the continuous 48 States.</p>
",,,,,,,,,,,,,,,
product_6b6778b4-c626-c00d-972c-b138d85e3f07,Product,Authentic Bourbon Whiskey Barrel turned Crazy Jack O Lantern,"<p>This guy is pretty awesome! He is a full size Kentucky Bourbon Barrel. I have carved his face and oops...I kinda gashed him by mistake. It is ok though....I am not a doctor but I think I did a great job stitching him back up. &nbsp;What do you think? He would look outrageous on a porch or at a party for ambiance! He is poly coated and &nbsp;he is ready to go just plug him in!</p><p>&nbsp;</p><p>&nbsp;Local pick up on him is preferred and FREE but I can ship for $225 also in the lower 48 states, just let me know</p><p>&nbsp;</p><p>No returns on this item after 10/25/21</p>",112834_1a6466c5f0e34a1ba3d7c4c3cbdc95af~mv2.png;112834_4d060898d1ef4524a4912a19cfe05d69~mv2.jpg;112834_e553dbb0ea264b11b048ff2e69780808~mv2.png;112834_9b7466d15f774e88acb2449cb8e59abe~mv2.jpg;112834_b4dee94b3baa426ca131aeab64c87252~mv2.jpg;112834_6e337449abba4001ac6d41a734a6adc6~mv2.jpg,,,,200,,TRUE,PERCENT,0,InStock,130,Size,DROP_DOWN,One size,,,,,,,,,,,,,,,,RETURN & REFUND POLICY,"<p>&nbsp;No returns on this iten after 10/25/21.</p>

<p>&nbsp; We do accept returns within 7 days of delivery. Purchaser is responsible for return shipping and a 25% restocking fee. Please notify us before returning.</p>
",SHIPPING INFO,"<p>Local pick up on this item is Free. I can ship in the lower 48 states for $225.</p>
",,,,,,,,,,,,,,,
